Name_00000#0,"""Arma Striking Basica Nv.1"""
Name_00211#1,"""Tech実績名00211"""
Name_00212#1,"""Tech実績名00212"""
Name_00213#1,"""Tech実績名00213"""
Name_00214#1,"""Tech実績名00214"""
Name_00215#1,"""Tech実績名00215"""
Name_00216#1,"""Tech実績名00216"""
Name_00217#1,"""Tech実績名00217"""
Name_00218#1,"""Tech実績名00218"""
Name_00219#1,"""Tech実績名00219"""
Name_00220#1,"""Tech実績名00220"""
Name_00221#1,"""Tech実績名00221"""
Name_00222#1,"""Tech実績名00222"""
Name_00223#1,"""Tech実績名00223"""
Name_00224#1,"""Tech実績名00224"""
Name_00225#1,"""Tech実績名00225"""
Name_00226#1,"""Tech実績名00226"""
Name_00227#1,"""Tech実績名00227"""
Name_00228#1,"""Tech実績名00228"""
Name_00229#1,"""Tech実績名00229"""
Name_00230#1,"""Tech実績名00230"""
Name_00231#1,"""Tech実績名00231"""
Name_00232#1,"""Tech実績名00232"""
Name_00233#1,"""Tech実績名00233"""
Name_00234#1,"""Tech実績名00234"""
Name_00235#1,"""Tech実績名00235"""
Name_00236#1,"""Tech実績名00236"""
Name_00237#1,"""Tech実績名00237"""
Name_00238#1,"""Tech実績名00238"""
Name_00239#1,"""Tech実績名00239"""
Name_00240#1,"""Tech実績名00240"""
Name_00241#1,"""Tech実績名00241"""
Name_00242#1,"""Tech実績名00242"""
Name_00243#1,"""Tech実績名00243"""
Name_00244#1,"""Tech実績名00244"""
Name_00245#1,"""Tech実績名00245"""
Name_00246#1,"""Tech実績名00246"""
Name_00247#1,"""Tech実績名00247"""
Name_00248#1,"""Tech実績名00248"""
Name_00249#1,"""Tech実績名00249"""
Name_00000#4,"""Rear - Bosque 1"""
Name_00001#4,"""Rear - Bosque 2"""
Name_00002#4,"""Rear - Bosque 3"""
Name_00003#4,"""Rear - Bosque ARKS 1"""
Name_00004#4,"""Rear - Bosque ARKS 2"""
Name_00005#4,"""Rear - Bosque ARKS 3"""
Name_00006#4,"""Rear - Exploración: Bosque 1"""
Name_00007#4,"""Rear - Exploración: Bosque 2"""
Name_00008#4,"""Rear - Exploración: Bosque 3"""
Name_00009#4,"""Rear - Tundra 1"""
Name_00010#4,"""Rear - Tundra 2"""
Name_00011#4,"""Rear - Tundra 3"""
Name_00012#4,"""Rear - Tundra ARKS 1"""
Name_00013#4,"""Rear - Tundra ARKS 2"""
Name_00014#4,"""Rear - Tundra ARKS 3"""
Name_00015#4,"""Rear - Exploración: Tundra 1"""
Name_00016#4,"""Rear - Exploración: Tundra 2"""
Name_00017#4,"""Rear - Exploración: Tundra 3"""
Name_00018#4,"""Rear - Ruinas 1"""
Name_00019#4,"""Rear - Ruinas 2"""
Name_00020#4,"""Rear - Ruinas 3"""
Name_00021#4,"""Rear - Ruinas ARKS 1"""
Name_00022#4,"""Rear - Ruinas ARKS 2"""
Name_00023#4,"""Rear - Ruinas ARKS 3"""
Name_00024#4,"""Rear - Exploración: Ruinas 1"""
Name_00025#4,"""Rear - Exploración: Ruinas 2"""
Name_00026#4,"""Rear - Exploración: Ruinas 3"""
Name_00027#4,"""Rear - Volcan 1"""
Name_00028#4,"""Rear - Volcan 2"""
Name_00029#4,"""Rear - Volcan 3"""
Name_00030#4,"""Rear - Volcan ARKS 1"""
Name_00031#4,"""Rear - Volcan ARKS 2"""
Name_00032#4,"""Rear - Volcan ARKS 3"""
Name_00033#4,"""Rear - Exploración: Volcan 1"""
Name_00034#4,"""Rear - Exploración: Volcan 2"""
Name_00035#4,"""Rear - Exploración: Volcan 3"""
Name_00036#4,"""Rear - Skyscape 1"""
Name_00037#4,"""Rear - Skyscape 2"""
Name_00038#4,"""Rear - Skyscape 3"""
Name_00039#4,"""Rear - Skyscape ARKS 1"""
Name_00040#4,"""Rear - Skyscape ARKS 2"""
Name_00041#4,"""Rear - Skyscape ARKS 3"""
Name_00042#4,"""Rear - Exploración: Skyscape 1"""
Name_00043#4,"""Rear - Exploración: Skyscape 2"""
Name_00044#4,"""Rear - Exploración: Skyscape 3"""
Name_00045#4,"""Rear - Santuario 1"""
Name_00046#4,"""Rear - Santuario 2"""
Name_00047#4,"""Rear - Santuario 3"""
Name_00048#4,"""Rear - Santuario ARKS 1"""
Name_00049#4,"""Rear - Santuario ARKS 2"""
Name_00050#4,"""Rear - Santuario ARKS 3"""
Name_00051#4,"""Rear - Exploración: Santuario 1"""
Name_00052#4,"""Rear - Exploración: Santuario 2"""
Name_00053#4,"""Rear - Exploración: Santuario 3"""
Name_00054#4,"""Rear - Desierto 1"""
Name_00055#4,"""Rear - Desierto 2"""
Name_00056#4,"""Rear - Desierto 3"""
Name_00057#4,"""Rear - Desierto ARKS 1"""
Name_00058#4,"""Rear - Desierto ARKS 2"""
Name_00059#4,"""Rear - Desierto ARKS 3"""
Name_00060#4,"""Rear - Exploración: Desierto 1"""
Name_00061#4,"""Rear - Exploración: Desierto 2"""
Name_00062#4,"""Rear - Exploración: Desierto 3"""
Name_00063#4,"""Rear - Tuneles 1"""
Name_00064#4,"""Rear - Tuneles 2"""
Name_00065#4,"""Rear - Tuneles 3"""
Name_00066#3,"""Rear - Tuneles ARKS 1"""
Name_00067#3,"""Rear - Tuneles ARKS 2"""
Name_00068#3,"""Rear - Tuneles ARKS 3"""
Name_00069#3,"""Rear - Exploración: Tuneles 1"""
Name_00070#3,"""Rear - Exploración: Tuneles 2"""
Name_00071#3,"""Rear - Exploración: Tuneles 3"""
Name_00072#3,"""Rear - Cantera 1"""
Name_00073#3,"""Rear - Cantera 2"""
Name_00074#3,"""Rear - Cantera 3"""
Name_00075#3,"""Rear - Cantera ARKS 1"""
Name_00076#3,"""Rear - Cantera ARKS 2"""
Name_00077#3,"""Rear - Cantera ARKS 3"""
Name_00078#3,"""Rear - Exploración: Cantera 1"""
Name_00079#3,"""Rear - Exploración: Cantera 2"""
Name_00080#3,"""Rear - Exploración: Cantera 3"""
Name_00081#3,"""Rear - Costa 1"""
Name_00082#3,"""Rear - Costa 2"""
Name_00083#3,"""Rear - Costa 3"""
Name_00084#3,"""Rear - Costa ARKS 1"""
Name_00085#3,"""Rear - Costa ARKS 2"""
Name_00086#3,"""Rear - Costa ARKS 3"""
Name_00087#3,"""Rear - Exploración: Costa 1"""
Name_00088#3,"""Rear - Exploración: Costa 2"""
Name_00089#3,"""Rear - Exploración: Costa 3"""
Name_00090#3,"""Rear - Lecho marino 1"""
Name_00091#3,"""Rear - Lecho marino 2"""
Name_00092#3,"""Rear - Lecho marino 3"""
Name_00093#3,"""Rear - Lecho marino ARKS 1"""
Name_00094#3,"""Rear - Lecho marino ARKS 2"""
Name_00095#3,"""Rear - Lecho marino ARKS 3"""
Name_00096#3,"""Rear - Exploración: Lecho marino 1"""
Name_00097#3,"""Rear - Exploración: Lecho marino 2"""
Name_00098#3,"""Rear - Exploración: Lecho marino 3"""
Name_00099#3,"""Rear - Instalaciones 1"""
Name_00100#3,"""Rear - Instalaciones 2"""
Name_00101#3,"""Rear - Instalaciones 3"""
Name_00102#3,"""Rear - Instalaciones ARKS 1"""
Name_00103#3,"""Rear - Instalaciones ARKS 2"""
Name_00104#3,"""Rear - Instalaciones ARKS 3"""
Name_00105#3,"""Rear - Exploración: Instalaciones 1"""
Name_00106#3,"""Rear - Exploración: Instalaciones 2"""
Name_00107#3,"""Rear - Exploración: Instalaciones 3"""
Name_00108#3,"""Rear - Shironia 1"""
Name_00109#3,"""Rear - Shironia 2"""
Name_00110#3,"""Rear - Shironia 3"""
Name_00111#3,"""Rear - Shironia ARKS 1"""
Name_00112#3,"""Rear - Shironia ARKS 2"""
Name_00113#3,"""Rear - Shironia ARKS 3"""
Name_00114#3,"""Rear - Exploración: Shironia 1"""
Name_00115#3,"""Rear - Exploración: Shironia 2"""
Name_00116#3,"""Rear - Exploración: Shironia 3"""
Name_00117#3,"""Rear - Kuron 1"""
Name_00118#3,"""Rear - Kuron 2"""
Name_00119#3,"""Rear - Kuron 3"""
Name_00120#3,"""Rear - Kuron ARKS 1"""
Name_00121#3,"""Rear - Kuron ARKS 2"""
Name_00122#3,"""Rear - Kuron ARKS 3"""
Name_00123#3,"""Rear - Exploración: Kuron 1"""
Name_00124#3,"""Rear - Exploración: Kuron 2"""
Name_00125#3,"""Rear - Exploración: Kuron 3"""
Name_00126#3,"""Rear - Harkotan 1"""
Name_00127#3,"""Rear - Harkotan 2"""
Name_00128#3,"""Rear - Harkotan 3"""
Name_00129#3,"""Rear - Harkotan ARKS 1"""
Name_00130#3,"""Rear - Harkotan ARKS 2"""
Name_00131#3,"""Rear - Harkotan ARKS 3"""
Name_00132#3,"""Rear - Exploración: Harkotan 1"""
Name_00133#3,"""Rear - Exploración: Harkotan 2"""
Name_00134#3,"""Rear - Exploración: Harkotan 3"""
Name_00135#3,"""Rear - EP1 Omnibus 1"""
Name_00136#3,"""Rear - EP1 Omnibus 2"""
Name_00137#3,"""Rear - EP1 Omnibus 3"""
Name_00138#3,"""Rear - EP2 Omnibus 1"""
Name_00139#3,"""Rear - EP2 Omnibus 2"""
Name_00140#3,"""Rear - EP2 Omnibus 3"""
Name_00141#3,"""Rear - EP3 Omnibus 1"""
Name_00142#3,"""Rear - EP3 Omnibus 2"""
Name_00143#3,"""Rear - EP3 Omnibus 3"""
Name_00144#3,"""Rear - Sylvan Wyverns 1"""
Name_00145#3,"""Rear - Sylvan Wyverns 2"""
Name_00146#3,"""Rear - Sylvan Wyverns 3"""
Name_00147#3,"""Rear - Glacial Machinery 1"""
Name_00148#3,"""Rear - Glacial Machinery 2"""
Name_00149#3,"""Rear - Glacial Machinery 3"""
Name_00150#3,"""Rear - Forsaken Aquatics & EX1"""
Name_00151#3,"""Rear - Forsaken Aquatics & EX2"""
Name_00152#3,"""Rear - Forsaken Aquatics & EX3"""
Name_00153#3,"""Rear - Naberius Adv. 1"""
Name_00154#3,"""Rear - Naberius Adv. 2"""
Name_00155#3,"""Rear - Naberius Adv. 3"""
Name_00156#3,"""Rear - Amduscia Adv. 1"""
Name_00157#3,"""Rear - Amduscia Adv. 2"""
Name_00158#3,"""Rear - Amduscia Adv. 3"""
Name_00159#3,"""Rear - Lillipa Adv. 1"""
Name_00160#3,"""Rear - Lillipa Adv. 2"""
Name_00161#3,"""Rear - Lillipa Adv. 3"""
Name_00162#3,"""Rear - Wopal Adv. 1"""
Name_00163#3,"""Rear - Wopal Adv. 2"""
Name_00164#3,"""Rear - Wopal Adv. 3"""
Name_00165#3,"""Rear - Harkotan Adv. 1"""
Name_00166#3,"""Rear - Harkotan Adv. 2"""
Name_00167#3,"""Rear - Harkotan Adv. 3"""
Name_00168#3,"""Rear - Evento Enero"""
Name_00169#3,"""Rear - Evento Febrero"""
Name_00170#3,"""Rear - Evento Marzo"""
Name_00171#3,"""Rear - Evento Abril"""
Name_00172#3,"""Rear - Evento Mayo"""
Name_00173#3,"""Rear - Evento Junio"""
Name_00174#3,"""Rear - Evento Julio"""
Name_00175#3,"""Rear - Evento Agosto"""
Name_00176#3,"""Rear - Evento Septiembre"""
Name_00177#3,"""Rear - Evento Octubre"""
Name_00178#3,"""Rear - Evento Noviembre"""
Name_00179#3,"""Rear - Evento Diciembre"""
Name_00180#3,"""Rear - Evento 13"""
Name_00181#3,"""Rear - Evento 14"""
Name_00182#3,"""Rear - Evento 15"""
Name_00183#3,"""Rear - Evento 16"""
Name_00184#3,"""Rear - Evento 17"""
Name_00185#3,"""Rear - Evento 18"""
Name_00186#3,"""Rear - Evento 19"""
Name_00187#3,"""Rear - Evento 20"""
Name_00188#3,"""Rear - Flota ARKS 1"""
Name_00189#3,"""Rear - Flota ARKS 2"""
Name_00190#3,"""Rear - Flota ARKS 3"""
Name_00191#3,"""Rear - Naberius ULT 1"""
Name_00192#3,"""Rear - Naberius ULT 2"""
Name_00193#3,"""Rear - Naberius ULT 3"""
Name_00194#3,"""Rear - Lillipa ULT 1"""
Name_00195#3,"""Rear - Lillipa ULT 2"""
Name_00196#2,"""Rear - Lillipa ULT 3"""
Name_00197#2,"""Rear - Extreme 1"""
Name_00198#2,"""Rear - Tierra 1"""
Name_00199#2,"""Rear - Tierra 2"""
Name_00200#2,"""Rear - Tierra 3"""
Name_00201#2,"""Rear - Amduscia ULT 1"""
Name_00202#2,"""Rear - Amduscia ULT 2"""
Name_00203#2,"""Rear - Amduscia ULT 3"""
Name_00204#2,"""Rear - Base Minera １"""
Name_00205#2,"""Rear - Base Minera 2"""
Name_00206#2,"""Rear - Base Minera 3"""
Name_00207#2,"""Rear - Omega 1"""
Name_00208#2,"""Rear - Omega 2"""
Name_00209#2,"""Rear - Omega 3"""
Name_00210#2,"""リア／未設定２３"""
Name_00211#2,"""リア／未設定２４"""
Name_00212#2,"""リア／未設定２５"""
Name_00213#2,"""リア／未設定２６"""
Name_00214#2,"""リア／未設定２７"""
Name_00215#2,"""リア／未設定２８"""
Name_00216#2,"""リア／未設定２９"""
Name_00217#2,"""リア／未設定３０"""
Name_10000#2,"""Arm - Bosque 1"""
Name_10001#2,"""Arm - Bosque 2"""
Name_10002#2,"""Arm - Bosque 3"""
Name_10003#2,"""Arm - Bosque ARKS 1"""
Name_10004#2,"""Arm - Bosque ARKS 2"""
Name_10005#2,"""Arm - Bosque ARKS 3"""
Name_10006#2,"""Arm - Exploración: Bosque 1"""
Name_10007#2,"""Arm - Exploración: Bosque 2"""
Name_10008#2,"""Arm - Exploración: Bosque 3"""
Name_10009#2,"""Arm - Tundra 1"""
Name_10010#2,"""Arm - Tundra 2"""
Name_10011#2,"""Arm - Tundra 3"""
Name_10012#2,"""Arm - Tundra ARKS 1"""
Name_10013#2,"""Arm - Tundra ARKS 2"""
Name_10014#2,"""Arm - Tundra ARKS 3"""
Name_10015#2,"""Arm - Exploración: Tundra 1"""
Name_10016#2,"""Arm - Exploración: Tundra 2"""
Name_10017#2,"""Arm - Exploración: Tundra 3"""
Name_10018#2,"""Arm - Ruinas 1"""
Name_10019#2,"""Arm - Ruinas 2"""
Name_10020#2,"""Arm - Ruinas 3"""
Name_10021#2,"""Arm - Ruinas ARKS 1"""
Name_10022#2,"""Arm - Ruinas ARKS 2"""
Name_10023#2,"""Arm - Ruinas ARKS 3"""
Name_10024#2,"""Arm - Exploración: Ruinas 1"""
Name_10025#2,"""Arm - Exploración: Ruinas 2"""
Name_10026#2,"""Arm - Exploración: Ruinas 3"""
Name_10027#2,"""Arm - Volcan 1"""
Name_10028#2,"""Arm - Volcan 2"""
Name_10029#2,"""Arm - Volcan 3"""
Name_10030#2,"""Arm - Volcan ARKS 1"""
Name_10031#2,"""Arm - Volcan ARKS 2"""
Name_10032#2,"""Arm - Volcan ARKS 3"""
Name_10033#2,"""Arm - Exploración: Volcan 1"""
Name_10034#2,"""Arm - Exploración: Volcan 2"""
Name_10035#2,"""Arm - Exploración: Volcan 3"""
Name_10036#2,"""Arm - Skyscape 1"""
Name_10037#2,"""Arm - Skyscape 2"""
Name_10038#2,"""Arm - Skyscape 3"""
Name_10039#2,"""Arm - Skyscape ARKS 1"""
Name_10040#2,"""Arm - Skyscape ARKS 2"""
Name_10041#2,"""Arm - Skyscape ARKS 3"""
Name_10042#2,"""Arm - Exploración: Skyscape １"""
Name_10043#2,"""Arm - Exploración: Skyscape ２"""
Name_10044#2,"""Arm - Exploración: Skyscape ３"""
Name_10045#2,"""Arm - Santuario 1"""
Name_10046#2,"""Arm - Santuario 2"""
Name_10047#2,"""Arm - Santuario 3"""
Name_10048#2,"""Arm - Santuario ARKS 1"""
Name_10049#2,"""Arm - Santuario ARKS 2"""
Name_10050#2,"""Arm - Santuario ARKS 3"""
Name_10051#2,"""Arm - Exploración: Santuario 1"""
Name_10052#2,"""Arm - Exploración: Santuario 2"""
Name_10053#2,"""Arm - Exploración: Santuario 3"""
Name_10054#2,"""Arm - Desierto 1"""
Name_10055#2,"""Arm - Desierto 2"""
Name_10056#2,"""Arm - Desierto 3"""
Name_10057#2,"""Arm - Desierto ARKS 1"""
Name_10058#2,"""Arm - Desierto ARKS 2"""
Name_10059#2,"""Arm - Desierto ARKS 3"""
Name_10060#2,"""Arm - Exploración: Desierto 1"""
Name_10061#2,"""Arm - Exploración: Desierto 2"""
Name_10062#2,"""Arm - Exploración: Desierto 3"""
Name_10063#1,"""Arm - Tuneles 1"""
Name_10064#1,"""Arm - Tuneles 2"""
Name_10065#1,"""Arm - Tuneles 3"""
Name_10066#1,"""Arm - Tuneles ARKS 1"""
Name_10067#1,"""Arm - Tuneles ARKS 2"""
Name_10068#1,"""Arm - Tuneles ARKS 3"""
Name_10069#1,"""Arm - Exploración: Tuneles 1"""
Name_10070#1,"""Arm - Exploración: Tuneles 2"""
Name_10071#1,"""Arm - Exploración: Tuneles 3"""
Name_10072#1,"""Arm - Cantera 1"""
Name_10073#1,"""Arm - Cantera 2"""
Name_10074#1,"""Arm - Cantera 3"""
Name_10075#1,"""Arm - Cantera ARKS 1"""
Name_10076#1,"""Arm - Cantera ARKS 2"""
Name_10077#1,"""Arm - Cantera ARKS 3"""
Name_10078#1,"""Arm - Exploración: Cantera 1"""
Name_10079#1,"""Arm - Exploración: Cantera 2"""
Name_10080#1,"""Arm - Exploración: Cantera 3"""
Name_10081#1,"""Arm - Costa 1"""
Name_10082#1,"""Arm - Costa 2"""
Name_10083#1,"""Arm - Costa 3"""
Name_10084#1,"""Arm - Costa ARKS 1"""
Name_10085#1,"""Arm - Costa ARKS 2"""
Name_10086#1,"""Arm - Costa ARKS 3"""
Name_10087#1,"""Arm - Exploración: Costa 1"""
Name_10088#1,"""Arm - Exploración: Costa 2"""
Name_10089#1,"""Arm - Exploración: Costa 3"""
Name_10090#1,"""Arm - Lecho marino 1"""
Name_10091#1,"""Arm - Lecho marino 2"""
Name_10092#1,"""Arm - Lecho marino 3"""
Name_10093#1,"""Arm - Lecho marino ARKS 1"""
Name_10094#1,"""Arm - Lecho marino ARKS 2"""
Name_10095#1,"""Arm - Lecho marino ARKS 3"""
Name_10096#1,"""Arm - Exploración: Lecho marino 1"""
Name_10097#1,"""Arm - Exploración: Lecho marino 2"""
Name_10098#1,"""Arm - Exploración: Lecho marino 3"""
Name_10099#1,"""Arm - Instalaciones 1"""
Name_10100#1,"""Arm - Instalaciones 2"""
Name_10101#1,"""Arm - Instalaciones 3"""
Name_10102#1,"""Arm - Instalaciones ARKS 1"""
Name_10103#1,"""Arm - Instalaciones ARKS 2"""
Name_10104#1,"""Arm - Instalaciones ARKS 3"""
Name_10105#1,"""Arm - Exploración: Instalaciones 1"""
Name_10106#1,"""Arm - Exploración: Instalaciones 2"""
Name_10107#1,"""Arm - Exploración: Instalaciones 3"""
Name_10108#1,"""Arm - Shironia 1"""
Name_10109#1,"""Arm - Shironia 2"""
Name_10110#1,"""Arm - Shironia 3"""
Name_10111#1,"""Arm - Shironia ARKS 1"""
Name_10112#1,"""Arm - Shironia ARKS 2"""
Name_10113#1,"""Arm - Shironia ARKS 3"""
Name_10114#1,"""Arm - Exploración: Shironia 1"""
Name_10115#1,"""Arm - Exploración: Shironia 2"""
Name_10116#1,"""Arm - Exploración: Shironia 3"""
Name_10117#1,"""Arm - Kuron 1"""
Name_10118#1,"""Arm - Kuron 2"""
Name_10119#1,"""Arm - Kuron 3"""
Name_10120#1,"""Arm - Kuron ARKS 1"""
Name_10121#1,"""Arm - Kuron ARKS 2"""
Name_10122#1,"""Arm - Kuron ARKS 3"""
Name_10123#1,"""Arm - Exploración: Kuron 1"""
Name_10124#1,"""Arm - Exploración: Kuron 2"""
Name_10125#1,"""Arm - Exploración: Kuron 3"""
Name_10126#1,"""Arm - Harkotan 1"""
Name_10127#1,"""Arm - Harkotan 2"""
Name_10128#1,"""Arm - Harkotan 3"""
Name_10129#1,"""Arm - Harkotan ARKS 1"""
Name_10130#1,"""Arm - Harkotan ARKS 2"""
Name_10131#1,"""Arm - Harkotan ARKS 3"""
Name_10132#1,"""Arm - Exploración: Harkotan 1"""
Name_10133#1,"""Arm - Exploración: Harkotan 2"""
Name_10134#1,"""Arm - Exploración: Harkotan 3"""
Name_10135#1,"""Arm - EP1 Omnibus 1"""
Name_10136#1,"""Arm - EP1 Omnibus 2"""
Name_10137#1,"""Arm - EP1 Omnibus 3"""
Name_10138#1,"""Arm - EP2 Omnibus 1"""
Name_10139#1,"""Arm - EP2 Omnibus 2"""
Name_10140#1,"""Arm - EP2 Omnibus 3"""
Name_10141#1,"""Arm - EP3 Omnibus 1"""
Name_10142#1,"""Arm - EP3 Omnibus 2"""
Name_10143#1,"""Arm - EP3 Omnibus 3"""
Name_10144#1,"""Arm - Sylvan Wyverns 1"""
Name_10145#1,"""Arm - Sylvan Wyverns 2"""
Name_10146#1,"""Arm - Sylvan Wyverns 3"""
Name_10147#1,"""Arm - Glacial Machinery 1"""
Name_10148#1,"""Arm - Glacial Machinery 2"""
Name_10149#1,"""Arm - Glacial Machinery 3"""
Name_10150#1,"""Arm - Forsaken Aquatics & EX1"""
Name_10151#1,"""Arm - Forsaken Aquatics & EX2"""
Name_10152#1,"""Arm - Forsaken Aquatics & EX3"""
Name_10153#1,"""Arm - Naberius Adv. 1"""
Name_10154#1,"""Arm - Naberius Adv. 2"""
Name_10155#1,"""Arm - Naberius Adv. 3"""
Name_10156#1,"""Arm - Amduscia Adv. 1"""
Name_10157#1,"""Arm - Amduscia Adv. 2"""
Name_10158#1,"""Arm - Amduscia Adv. 3"""
Name_10159#1,"""Arm - Lillipa Adv. 1"""
Name_10160#1,"""Arm - Lillipa Adv. 2"""
Name_10161#1,"""Arm - Lillipa Adv. 3"""
Name_10162#1,"""Arm - Wopal Adv. 1"""
Name_10163#1,"""Arm - Wopal Adv. 2"""
Name_10164#1,"""Arm - Wopal Adv. 3"""
Name_10165#1,"""Arm - Harkotan Adv. 1"""
Name_10166#1,"""Arm - Harkotan Adv. 2"""
Name_10167#1,"""Arm - Harkotan Adv. 3"""
Name_10168#1,"""Arm - Evento Enero"""
Name_10169#1,"""Arm - Evento Febrero"""
Name_10170#1,"""Arm - Evento Marzo"""
Name_10171#1,"""Arm - Evento Abril"""
Name_10172#1,"""Arm - Evento Mayo"""
Name_10173#1,"""Arm - Evento Junio"""
Name_10174#1,"""Arm - Evento Julio"""
Name_10175#1,"""Arm - Evento Agosto"""
Name_10176#1,"""Arm - Evento Septiembre"""
Name_10177#1,"""Arm - Evento Octubre"""
Name_10178#1,"""Arm - Evento Noviembre"""
Name_10179#1,"""Arm - Evento Diciembre"""
Name_10180#1,"""Arm - Evento 13"""
Name_10181#1,"""Arm - Evento 14"""
Name_10182#1,"""Arm - Evento 15"""
Name_10183#1,"""Arm - Evento 16"""
Name_10184#1,"""Arm - Evento 17"""
Name_10185#1,"""Arm - Evento 18"""
Name_10186#1,"""Arm - Evento 19"""
Name_10187#1,"""Arm - Evento 20"""
Name_10188#1,"""Arm - Flota ARKS 1"""
Name_10189#1,"""Arm - Flota ARKS 2"""
Name_10190#1,"""Arm - Flota ARKS 3"""
Name_10191#1,"""Arm - Naberius ULT 1"""
Name_10192#1,"""Arm - Naberius ULT 2"""
Name_10193#1,"""Arm - Naberius ULT 3"""
Name_10194#1,"""Arm - Lillipa ULT 1"""
Name_10195#1,"""Arm - Lillipa ULT 2"""
Name_10196#0,"""Arm - Lillipa ULT 3"""
Name_10197#0,"""Arm - Extreme 1"""
Name_10198#0,"""Arm - Tierra 1"""
Name_10199#0,"""Arm - Tierra 2"""
Name_10200#0,"""Arm - Tierra 3"""
Name_10201#0,"""Arm - Amduscia ULT 1"""
Name_10202#0,"""Arm - Amduscia ULT 2"""
Name_10203#0,"""Arm - Amduscia ULT 3"""
Name_10204#0,"""Arm - Base Minera 1"""
Name_10205#0,"""Arm - Base Minera 2"""
Name_10206#0,"""Arm - Base Minera 3"""
Name_10207#0,"""Arm - Omega 1"""
Name_10208#0,"""Arm - Omega 2"""
Name_10209#0,"""Arm - Omega 3"""
Name_10210#0,"""アーム／未設定２３"""
Name_10211#0,"""アーム／未設定２４"""
Name_10212#0,"""アーム／未設定２５"""
Name_10213#0,"""アーム／未設定２６"""
Name_10214#0,"""アーム／未設定２７"""
Name_10215#0,"""アーム／未設定２８"""
Name_10216#0,"""アーム／未設定２９"""
Name_10217#0,"""アーム／未設定３０"""
Name_20000#2,"""Leg - Bosque 1"""
Name_20001#2,"""Leg - Bosque 2"""
Name_20002#2,"""Leg - Bosque 3"""
Name_20003#2,"""Leg - Bosque ARKS 1"""
Name_20004#2,"""Leg - Bosque ARKS 2"""
Name_20005#2,"""Leg - Bosque ARKS 3"""
Name_20006#2,"""Leg - Exploración: Bosque 1"""
Name_20007#2,"""Leg - Exploración: Bosque 2"""
Name_20008#2,"""Leg - Exploración: Bosque 3"""
Name_20009#2,"""Leg - Tundra 1"""
Name_20010#2,"""Leg - Tundra 2"""
Name_20011#2,"""Leg - Tundra 3"""
Name_20012#2,"""Leg - Tundra ARKS 1"""
Name_20013#2,"""Leg - Tundra ARKS 2"""
Name_20014#2,"""Leg - Tundra ARKS 3"""
Name_20015#2,"""Leg - Exploración: Tundra 1"""
Name_20016#2,"""Leg - Exploración: Tundra 2"""
Name_20017#2,"""Leg - Exploración: Tundra 3"""
Name_20018#2,"""Leg - Ruinas 1"""
Name_20019#2,"""Leg - Ruinas 2"""
Name_20020#2,"""Leg - Ruinas 3"""
Name_20021#2,"""Leg - Ruinas ARKS 1"""
Name_20022#2,"""Leg - Ruinas ARKS 2"""
Name_20023#2,"""Leg - Ruinas ARKS 3"""
Name_20024#2,"""Leg - Exploración: Ruinas 1"""
Name_20025#2,"""Leg - Exploración: Ruinas 2"""
Name_20026#2,"""Leg - Exploración: Ruinas 3"""
Name_20027#2,"""Leg - Volcan 1"""
Name_20028#2,"""Leg - Volcan 2"""
Name_20029#2,"""Leg - Volcan 3"""
Name_20030#2,"""Leg - Volcan ARKS 1"""
Name_20031#2,"""Leg - Volcan ARKS 2"""
Name_20032#2,"""Leg - Volcan ARKS 3"""
Name_20033#2,"""Leg - Exploración: Volcan 1"""
Name_20034#2,"""Leg - Exploración: Volcan 2"""
Name_20035#2,"""Leg - Exploración: Volcan 3"""
Name_20036#2,"""Leg - Skyscape 1"""
Name_20037#2,"""Leg - Skyscape 2"""
Name_20038#2,"""Leg - Skyscape 3"""
Name_20039#2,"""Leg - Skyscape ARKS 1"""
Name_20040#2,"""Leg - Skyscape ARKS 2"""
Name_20041#2,"""Leg - Skyscape ARKS 3"""
Name_20042#2,"""Leg - Exploración: Skyscape 1"""
Name_20043#2,"""Leg - Exploración: Skyscape 2"""
Name_20044#2,"""Leg - Exploración: Skyscape 3"""
Name_20045#2,"""Leg - Santuario 1"""
Name_20046#2,"""Leg - Santuario 2"""
Name_20047#2,"""Leg - Santuario 3"""
Name_20048#2,"""Leg - Santuario ARKS 1"""
Name_20049#2,"""Leg - Santuario ARKS 2"""
Name_20050#2,"""Leg - Santuario ARKS 3"""
Name_20051#2,"""Leg - Exploración: Santuario 1"""
Name_20052#2,"""Leg - Exploración: Santuario 2"""
Name_20053#2,"""Leg - Exploración: Santuario 3"""
Name_20054#2,"""Leg - Desierto 1"""
Name_20055#2,"""Leg - Desierto 2"""
Name_20056#2,"""Leg - Desierto 3"""
Name_20057#2,"""Leg - Desierto ARKS 1"""
Name_20058#2,"""Leg - Desierto ARKS 2"""
Name_20059#2,"""Leg - Desierto ARKS 3"""
Name_20060#2,"""Leg - Exploración: Desierto 1"""
Name_20061#2,"""Leg - Exploración: Desierto 2"""
Name_20062#2,"""Leg - Exploración: Desierto 3"""
Name_20063#1,"""Leg - Tuneles 1"""
Name_20064#1,"""Leg - Tuneles 2"""
Name_20065#1,"""Leg - Tuneles 3"""
Name_20066#1,"""Leg - Tuneles ARKS 1"""
Name_20067#1,"""Leg - Tuneles ARKS 2"""
