01_MainLobby_001#0,"""Cuando eres premium, puedes aceptar hasta 40 Ordenes de clientes a la vez."""
Dead_Spider_003#0,"""ダーク・ラグネが赤黒い電撃をまとった時は放電攻撃の合図。<br>攻撃範囲が広いので、距離をとるようにしよう。"""
Dead_Spider_004#0,"""ダーク・ラグネの稲妻攻撃は地面の赤く光った場所に落ちるので、<br>地面をよく見て回避しよう。"""
Dead_Doodlebug_001#0,"""グワナーダ・ビットを全て倒すことで、グワナーダを<br>地面から引きずり出し、腹部の弱点を攻撃することができる。"""
Dead_Doodlebug_002#0,"""グワナーダ・ビットの弱点は先端の赤いコア部分にある。"""
Dead_Doodlebug_003#0,"""グワナーダに吸い込まれそうな時は、ジャンプしながら移動して回避しよう。"""
Dead_Doodlebug_004#0,"""グワナーダの突進攻撃はタイミングよくジャンプして回避しよう。"""
Dead_BirdStacked_001#0,"""デコル・マリューダの腹部のコアを全て破壊すると頭部から弱点コアが露出する。<br>ダメージを与えやすくなるが、攻撃が強力になるので注意しよう。"""
Dead_BirdStacked_002#0,"""デコル・マリューダが体を上下に開いたら捕縛攻撃の合図。<br>回避できれば大きな隙が生まれるので、回避アクションで左右に避けよう。"""
Dead_BirdStacked_003#0,"""デコル・マリューダの爪を破壊することで、爪を使った攻撃の<br>攻撃範囲を狭くすることができる。"""
Dead_BirdStacked_004#0,"""デコル・マリューダには「ミラージュ」が有効だ。<br>ミラージュがかかると一定時間動きを止めることができる。"""
Dead_BirdCentaur_001#0,"""ブリュー・リンガーダの2つのリングを破壊すると、リングの回復のために<br>腹部のコアが露出する。"""
Dead_BirdCentaur_002#0,"""ブリュー・リンガーダは突進攻撃を行った後、巨大竜巻攻撃を行う。<br>ブリュー・リンガーダの真正面は攻撃が当たらないので接近して回避しよう。"""
Dead_BirdCentaur_003#0,"""怒り状態のブリュー・リンガーダは刀を使った居合攻撃を行う。<br>攻撃範囲が広いので、側面に回りこむようにして回避しよう。"""
Dead_BirdCentaur_004#0,"""遠距離からブリュー・リンガーダを攻撃する時は、2つのリングを視野に入れ<br>死角から攻撃されないようにしよう。"""
Dead_BirdDpHuman_001#0,"""ファルス・アンゲルが上空に羽根を飛ばしたら氷柱による攻撃の合図だ。<br>高速で落ちてくる氷柱は、止まらずに移動して回避しよう。"""
Dead_BirdDpHuman_002#0,"""怒り状態のファルス・アンゲルは突進攻撃を連続で行う。<br>回避アクションを使ってタイミングよく避けよう。"""
Dead_BirdDpHuman_003#0,"""怒り状態のファルス・アンゲルがワープを行ったら連続レーザー攻撃の合図。<br>横方向のレーザーはジャンプ、縦方向のレーザーは予兆を見て回避しよう。"""
Dead_BirdDpHuman_004#0,"""ファルス・アンゲルの弱点は体の正面の赤いコアだ。<br>出来る限り正面で攻撃を避け、隙を狙ってコアを攻撃しよう。"""
Dead_BirdOwl_001#0,"""アポス・ドリオスには「パニック」が有効だ。<br>パニックがかかると混乱し、一定時間動きを止めることができる。"""
Dead_BirdOwl_002#0,"""アポス・ドリオスが４本の柱を呼び出したらエネルギー弾をチャージする合図。<br>全ての柱を破壊すると、エネルギー弾が暴発して転倒させることができる。"""
Dead_BirdOwl_003#0,"""アポス・ドリオスは腹部が弱点だが、通常の攻撃では破壊できない。<br>ある攻撃のチャージ動作を妨害することで破壊することが可能だ。"""
Dead_BirdOwl_004#0,"""アポス・ドリオスを転倒させると、体に乗ることが出来る。<br>肩部分から乗り込み、腹部の弱点を攻撃しよう。"""
Dead_DpBird_001#0,"""Destruyendo los brazos del Dark Falz Luther revelara partes rompibles en la parte superior de sus brazos.<br>Destruyendo estas aprtes superiores de los brazos en cierto tiempo dara lugar a nuevas oportunidades."""
Dead_DpBird_002#0,"""El abdomen de Dark Falz Luther es susceptible al Mirage.<br>Cuando el Mirage sea infligido, expondra un punto debil rompible."""
Dead_DpBird_003#0,"""El nucleo del pecho de Dark Falz Luther es constantemente protegido por una barrera.<br>Destruyendo la parte superior de un brazo la remueve, exponiendo el nucleo a ataques."""
Dead_DpBird_004#0,"""Puedes escapar del ataque Time Stop de Dark Falz Luther presionando las teclas de movimiento repetidamente.<br>Destruye sus espadas flotantes para eludir su ataque letal."""
Dead_DpBird_005#0,"""Cuando está enojado,los ataques de Dark Falz Luther se fortalecen,<br>pero cada vez que una joya de su pecho es destruida, su ataque se vuelve mas debil."""
Dead_FishBigBeastA_001#0,"""ウォルガーダは両肩の赤いコアが弱点だ。<br>肩越し視点で狙って攻撃しよう。"""
Dead_FishBigBeastA_002#0,"""ウォルガーダの踏みつけ攻撃は「スタン」の効果を持っている。<br>片足を大きくあげたらウォルガーダから急いで離れよう。"""
Dead_FishBigBeastA_003#0,"""ウォルガーダが両手を地面につけて構えたら連続張り手の合図だ。<br>左右に回避して後方から攻撃しよう。"""
Dead_FishBigBeastA_004#0,"""怒り状態のウォルガーダは頭突きを連続で行うので、<br>一度避けても攻撃せず、回避に専念しよう。"""
Dead_AlligatorSnapperA_001#0,"""足を破壊され、よろけているゼッシュレイダにダメージを与えると、<br>転んで弱点を露出する。"""
Dead_AlligatorSnapperA_002#0,"""甲羅に潜ったゼッシュレイダが頭を出したとき、<br>頭に大きなダメージを与えると、転んで弱点を露出する。"""
Dead_AlligatorSnapperA_003#0,"""転倒したゼッシュレイダには乗ることができる。<br>腕から腹部に乗って、弱点を攻撃しよう。"""
Dead_AlligatorSnapperA_004#0,"""甲羅に潜ったゼッシュレイダが尻尾を出した場合は、<br>次に反対側から頭を出すので、よく見ておこう。"""
Dead_DpHuman_001#0,"""ファルス・ヒューナルが腕にエネルギーを溜めたら衝撃波攻撃の合図だ。<br>ジャンプでは回避できないので、左右に移動して回避しよう。"""
Dead_DpHuman_002#0,"""ファルス・ヒューナルのソードが巨大なオーラを放ったら<br>強力な攻撃の合図だ。背後に向かって移動して避けよう。"""
Dead_DpHuman_003#0,"""ファルス・ヒューナルが空中に飛んだら飛び蹴りの合図だ。<br>直前で回避アクションを使って回避しよう。"""
Dead_DpHuman_004#0,"""ファルス・ヒューナルのソードは破壊することができる。<br>ソードを使った攻撃も弱くなるので、積極的に狙ってみよう。"""
Dead_DpHumanUniq_001#0,"""ストーリー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpHumanUniq_002#0,"""ストーリー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpHumanUniq_003#0,"""ストーリー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpHumanUniq_004#0,"""ストーリー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpFishArm_001#0,"""Cuando destruyes los cinco dedos de un Falz Arm,<br>dejara de moverse por un cierto periodo de tiempo."""
Dead_DpFishArm_002#0,"""Cuando apuntes y ataques un Falz Arm, asegurate de<br>mantener un ojo sobre todos los demas brazos."""
Dead_DpFishArm_003#0,"""ファルス・アームとの戦闘中、遠方のダークファルス・エルダーが<br>レーザー攻撃を行うことがあるので注意しよう。"""
Dead_DpFishArm_004#0,"""El Shock es extremadamente efectivo contra Falz Arms.<br>Si le das un shock en un brazo, dejara de moverse por un corto periodo de tiempo."""
Dead_DpFishArmEx_001#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpFishArmEx_002#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpFishArmEx_003#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpFishArmEx_004#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpFishElder_001#0,"""Todos los brazos de Dark Falz pueden ser destruidos EXCEPTO dos<br>en la parte inferior. No ataques esos dos."""
Dead_DpFishElder_002#0,"""Los ataques laser desde los ojos de Dark Falz pueden ser esquivados<br>si estas en una de las cuatro esquinas de la plataforma."""
Dead_DpFishElder_003#0,"""Cuando Dark Falz comience a absorber en el centro<br>para el golpe de cuerpo, intenta moverte alejandote a saltos."""
Dead_DpFishElder_004#0,"""El Shock es extremadamente efectivo contra Dark Falz.<br>Durante el shock, todos los brazos se fijan al suelo."""
Dead_DpFishElderEx_001#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpFishElderEx_002#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpFishElderEx_003#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DpFishElderEx_004#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_UltMachineLittleBoss_001#0,"""膝部分にある機銃を破壊すると、ゼータ・グランゾはバランスをくずし、<br>一定時間ダウンする。積極的に膝部分を狙って攻撃しよう。"""
Dead_UltMachineLittleBoss_002#0,"""ゼータ・グランゾの膝部分にある２つの機銃を破壊すると、<br>腰部分を守る装甲がはがれ、弱点部位が露出するようになる。"""
Dead_UltMachineLittleBoss_003#0,"""ゼータ・グランゾは４つの盾のような装甲から多数のミサイルを発射する。<br>ミサイルポッドを破壊し、発射されるミサイルの数を減らそう。"""
Dead_UltMachineLittleBoss_004#0,"""ゼータ・グランゾには「バーン」が有効だ。<br>一定時間動きを止め、攻撃を中断させることができる。"""
Dead_UltMechaPanthBlade_001#0,"""ファルケ・レオーネの脚部を破壊することで<br>破壊した脚部の引っ掻き攻撃の範囲が狭くなる。"""
Dead_UltMechaPanthBlade_002#0,"""ファルケ・レオーネの両翼を破壊することで<br>突進攻撃の最後に転倒が発生し、隙が生じる。"""
Dead_UltMechaPanthBlade_003#0,"""ファルケ・レオーネの頭部を破壊することで<br>頭部に弱点部位が露出するようになる。"""
Dead_UltMechaPanthBlade_004#0,"""ファルケ・レオーネには「バーン」が有効だ。<br>一定時間動きを止め、攻撃を中断させることができる。"""
Dead_UltMechaPanthBuster_001#0,"""ヴリマ・レオパードの脚部を破壊することで<br>破壊した脚部からミサイルが発射されなくなる。"""
Dead_UltMechaPanthBuster_002#0,"""ヴリマ・レオパードの翼を破壊することで<br>破壊した翼からミサイルと爆弾が発射されなくなる。"""
Dead_UltMechaPanthBuster_003#0,"""ヴリマ・レオパードの頭部を破壊することで<br>頭部に弱点部位が露出するようになる。"""
Dead_UltMechaPanthBuster_004#0,"""ヴリマ・レオパードには「バーン」が有効だ。<br>一定時間動きを止め、攻撃を中断させることができる。"""
Dead_GG_001#0,"""ガル・グリフォンが空中を飛んでいる間に、翼の部位を破壊をすると<br>バランスを崩して地上に落下し、大きな隙が生まれる。"""
Dead_GG_002#0,"""ガル・グリフォンの翼を両方破壊すると、空を飛ぶ力が減退し<br>飛び立った際の高度が低下する。"""
Dead_GG_003#0,"""ガル・グリフォンの蹄は破壊することが可能だ。<br>足にある４つの蹄を全て破壊すると、一定時間ダウンする。"""
Dead_GG_004#0,"""ガル・グリフォンには「ショック」が有効だ。<br>ショックがかかると、一定時間動きを止めることができる。"""
Dead_DK_001#0,"""オーディンには「ショック」が有効だ。<br>ショックがかかると、一定時間動きを止めることができる。"""
Dead_DK_002#0,"""オーディンが作るダメージを発生させるフィールドは<br>地面に刺さっているグングニルの槍を破壊する事で消滅する。"""
Dead_DK_003#0,"""オーディンの行う攻撃には地面に予兆が出るものがある。<br>予兆の範囲に入らないように、うまく回避して攻撃しよう。"""
Dead_DK_004#0,"""オーディンが剣を空高く掲げると、斬鉄剣の発動合図だ。<br>全力で攻撃を行い、発動される前に撃破しよう。"""
Dead_Wop3Sleigh_001#0,"""ネプト・キャサドーラの武器を破壊すると特定の攻撃後、ダウンが発生する。<br>ダウン中は弱点である頭部を狙って攻撃しよう。"""
Dead_Wop3Sleigh_002#0,"""ネプト・キャサドーラのソリのような前脚は破壊することができる。<br>破壊することで移動速度や旋廻速度が低下するので、積極的に狙おう。"""
Dead_Wop3Sleigh_003#0,"""ネプト・キャサドーラが砲弾を発射する後脚は破壊することができる。<br>破壊すると、発射される砲弾の数が減少する。"""
Dead_Wop3Sleigh_004#0,"""ネプト・キャサドーラには「フリーズ」が有効だ。<br>体が凍りつき、一定時間動きを止めることができる。 """
Dead_Wop3Wany_001#0,"""レオマドゥラードの前脚の爪を破壊すると特定の攻撃後、バランスを崩す。<br>隙が生まれるので積極的に破壊しよう。"""
Dead_Wop3Wany_002#0,"""レオマドゥラードは腹部が弱点だ。<br>ダウンさせることで腹部を攻撃しやすくなる。"""
Dead_Wop3Wany_003#0,"""体色が変化したレオマドゥラードには「バーン」が有効だ。<br>体色が元に戻り、強化状態を解除することができる。"""
Dead_Wop3Wany_004#0,"""レオマドゥラードが発射した液体に触れるとダメージを受ける。<br>「パニック」が付与されることもあるので、近づかないようにしよう。"""
Dead_MarineOarfishII_001#0,"""バル・ロドスには大砲が有効だ。<br>口の中に砲弾を一定数撃ち込まれるとダウンする。"""
Dead_MarineOarfishII_002#0,"""バル・ロドスが口を閉じている時に部位破壊を行うと、少しだけ口が開く。<br>口が開いた瞬間を狙い、口の中へ大砲の砲弾を撃ち込もう。"""
Dead_MarineOarfishII_003#0,"""バル・ロドスが戦闘中に咆哮したら、連続でブレス攻撃を行う合図だ。<br>レーダーマップで位置を確認し、左右に回避しよう。"""
Dead_MarineOarfishII_004#0,"""バル・ロドスの顔や尻尾は、乗り上げたタイミングで上に乗ることができる。<br>ジャンプして飛び乗り、部位を破壊しよう。 """
Dead_Mono1Roller_001#0,"""アンジャドゥリリの腕の数珠を破壊すると、<br>突進時に発生させる炎の長さを短くすることができる。"""
Dead_Mono1Roller_002#0,"""怒る前のアンジャドゥリリには「アッパートラップ」が有効だ。<br>うまく当てると一定時間ダウンし、大きな隙が生まれる。"""
Dead_Mono1Roller_003#0,"""アンジャドゥリリの車輪には大きなダメージが与えられない。<br>側面から頭を攻撃しよう。"""
Dead_Mono1Roller_004#0,"""アンジャドゥリリの頭にダメージを与え続けると、<br>一定時間のダウンが発生する。積極的に頭を攻撃しよう。"""
Dead_Mono1YoroiA_001#0,"""ギグル・グンネガムは強烈な氷の攻撃後、一定時間身動きが取れなくなる。<br>攻撃によって発生した氷を足場にして、頭を狙って攻撃しよう。"""
Dead_Mono1YoroiA_002#0,"""ギグル・グンネガムの紫に輝く結晶には「バーン」が有効だ。<br>結晶が燃えた状態となり、大きなダメージが与えられるようになる。"""
Dead_Mono1YoroiA_003#0,"""足の装甲を破壊すると、ギグル・グンネガムは膝をついてダウンする。<br>この間に頭や腹部の結晶など、通常では攻撃しづらい箇所を狙おう。"""
Dead_Mono1YoroiA_004#0,"""ギグル・グンネガムの周囲の氷塊は、紫に輝く結晶によって生成される。<br>2つの結晶を破壊すると、氷塊は生成されなくなる。 """
Dead_Mono1YoroiA_005#0,"""ギグル・グンネガムの兜を破壊すると、頭に2つ目の結晶が出現する。<br>2つの結晶を両方破壊すると、頭のバリアを常に無効化させることができる。"""
Dead_Mono0GreatEvilA_001#0,"""マガツの膝の顔を破壊すると、一定時間ダウンする。<br>進行を止めることが出来るので、積極的に攻撃しよう。"""
Dead_Mono0GreatEvilA_002#0,"""マガツの腕や肩にある目の光った顔は破壊することが出来る。<br>破壊した顔からは攻撃が発生しなくなる。"""
Dead_Mono0GreatEvilA_003#0,"""マガツの頭、腹、両肩の巨大な面を破壊すると、面が開いて足場が生成される。<br>面の内側は弱点なので、足場に乗って攻撃しよう。"""
Dead_Mono0GreatEvilA_004#0,"""マガツの頭部に巨大な光が集まりだしたら、巨大ビーム攻撃の合図だ。<br>頭部と腹部の足場にいるとダメージを受けるので、足場から降りて回避しよう。"""
Dead_Mono2Xcutioner_001#0,"""グアル・ジグモルデの腹部の鏡は破壊することができる。<br>鏡を破壊することで、常に弱点を狙える状態となる。"""
Dead_Mono2Xcutioner_002#0,"""グアル・ジグモルデの２本の尻尾を破壊すると<br>撃ってくるエネルギー弾の数を減らすことができる。"""
Dead_Mono2Xcutioner_003#0,"""グアル・ジグモルデの特殊な鎌攻撃を受けると一定時間で戦闘不能となる。<br>魂を完全に吸収されるまでに臀部を攻撃して魂を解放しよう。"""
Dead_Mono2Xcutioner_004#0,"""グアル・ジグモルデには「ポイズン」が有効だ。<br>ポイズンがかかると、一定時間動きを止めることができる。"""
Dead_UltBigBeastA_001#0,"""怒り状態のベーアリブルスは、連続で回転プレス攻撃を行うことがある。<br>一度攻撃を避けた後も、動きを見極めて攻撃しよう。"""
Dead_UltBigBeastA_002#0,"""ベーアリブルスは顔が弱点だ。キック攻撃の後など、<br>アクションの間の隙を狙って攻撃しよう。"""
Dead_UltBigBeastA_003#0,"""怒り状態のベーアリブルスは、空中で回転した直後、突進攻撃を行うことがある。<br>非常に速いので回避アクションを使って回避しよう。"""
Dead_UltBigBeastA_004#0,"""ベーアリブルスには「フリーズ」が有効だ。<br>一定時間動きを止め、攻撃を中断することができる。"""
Dead_UltMammothA_001#0,"""プロジオーグルスの頭部の2つのコブを破壊すると、<br>一部の炎攻撃を弱体化することができる。"""
Dead_UltMammothA_002#0,"""プロジオーグルスの背中のコブは弱点になっているが、<br>破壊されると強力な炎攻撃を行うようになるので注意しよう。"""
Dead_UltMammothA_003#0,"""プロジオーグルスには「フリーズ」が有効だ。<br>一定時間動きを止め、攻撃を中断することができる。"""
Dead_UltDragonMagma_001#0,"""ディアボイグリシスの尻尾を破壊すると弱点が露出する。"""
Dead_UltDragonMagma_002#0,"""ディアボイグリシスの頭部の角は弱点になっている。<br>ブレス攻撃と角を使った突き上げ攻撃に注意して攻撃しよう。"""
Dead_UltDragonMagma_003#0,"""ディアボイグリシスの脚には「フリーズ」が有効だ。<br>一定時間動きを止め、攻撃を中断することができる。"""
Dead_UltDragonMagma_004#0,"""ディアボイグリシスは空中から突進し、着地と同時に回転攻撃を行う。<br>移動での回避は難しいので、着地とほぼ同じタイミングで回避アクションを使おう。"""
Dead_WakerSymbolA_001#0,"""アンガ・ファンダージの6つのビットは破壊することができる。<br>全てのビットを破壊するとダウンが発生し、弱点コアが露出する。"""
Dead_WakerSymbolA_002#0,"""アンガ・ファンダージには「パニック」が有効だ。<br>一定時間ダウンが発生するので、集中して攻撃しよう。"""
Dead_Beetle_001#0,"""ダーク・ビブラスの羽の下には弱点がある。<br>羽を破壊することで、常に弱点を狙える状態となる。"""
Dead_Beetle_002#0,"""ダーク・ビブラスの脚に一定ダメージを与えると<br>一定時間ダウンさせることができる。積極的に足元を狙おう。"""
Dead_Beetle_003#0,"""ダーク・ビブラスには「パニック」が有効だ。<br>パニックがかかると混乱し、一定時間動きを止めることができる。"""
Dead_Beetle_004#0,"""ダーク・ビブラスの腕を破壊すると<br>エネルギー弾の威力を低下させることができる。 """
Dead_DpInsect_001#0,"""DFアプレンティス・ジアには「バーン」が有効だ。<br>バーン状態になると弱点を露出しながら怯み、一定時間動かなくなるぞ。"""
Dead_DpInsect_002#0,"""DFアプレンティス・ジアが２本の触手を地面に突き刺したら<br>瘴気による攻撃の合図だ。地面から吹き出す瘴気に触れないよう注意しよう。"""
Dead_DpInsect_003#0,"""DFアプレンティス・ジアが発射する巨大なビーム攻撃は、発射部位を<br>破壊することで攻撃を中断でき、大きな隙を生みだすことができる。"""
Dead_DpInsect_004#0,"""DFアプレンティス・ジアが大きく体を起こしたら、衝撃波攻撃の合図だ。<br>広い攻撃範囲に注意しよう。"""
Dead_Char01_Maskman_001#0,"""赤いオーラをまとう前の【仮面】は、攻撃をジャストガードされると体勢を崩す。<br>体勢を立て直す隙を狙って攻撃しよう。"""
Dead_Char01_MaskmanDS_001#0,"""赤いオーラをまとう前の【仮面】は、攻撃をジャストガードされると体勢を崩す。<br>体勢を立て直す隙を狙って攻撃しよう。"""
Dead_Char01_MaskmanDS_002#0,"""【仮面】はダブルセイバーを高速回転させてガードを行う。<br>正面から攻撃を行うと反撃されるので、背後から攻撃しよう。"""
Dead_Char15_AOld_001#0,"""赤いオーラをまとう前の【若人】複製体は、攻撃をジャストガードされると<br>攻撃を中断する。体勢を立て直す隙を狙って攻撃しよう。"""
Dead_Char15_AOld_002#0,"""【若人】複製体には「バーン」が有効だ。一定時間ダウンし、大きな隙が生まれる。<br>ただし、ダウン後は強力な反撃を行うので注意しよう。"""
Dead_ToyBlock_001#0,"""コドッタ・イーデッタの本体は巨大な外装の中に隠れている。<br>４箇所の関節を破壊して外装を崩し、本体を攻撃しよう。"""
Dead_ToyBlock_002#0,"""コドッタ・イーデッタが足を展開したら急上昇攻撃の合図だ。<br>攻撃範囲が広いので、距離をとって回避しよう。"""
Dead_ToyBlock_003#0,"""コドッタ・イーデッタは空中で高速回転した後、落下攻撃を行う。<br>回りこむように移動して攻撃を回避しよう。"""
Dead_ToyBlock_004#0,"""コドッタ・イーデッタには「フリーズ」が有効だ。<br>体が凍りつき、一定時間動きを止めることができる。"""
Dead_ToyDpHumanM_001#0,"""ファルス・ダランの右腕を破壊することで<br>ダーカーコアが露出し、ダメージを与えやすくなる。"""
Dead_ToyDpHumanM_002#0,"""ファルス・ダリルの左腕を破壊することで<br>ダーカーコアが露出し、ダメージを与えやすくなる。"""
Dead_ToyDpHumanM_003#0,"""露出したダーカーコアにダメージを与え続けることで<br>リアクションが発生するので露出後も積極的に狙おう。"""
Dead_ToyDpHumanM_004#0,"""２体戦闘時に破壊した部位は融合後へも引き継がれる。<br>先に部位破壊を行い、融合後の戦闘を有利に進められるよう備えよう。"""
Dead_ToyDpHumanF_001#0,"""ファルス・ダランの右腕を破壊することで<br>ダーカーコアが露出し、ダメージを与えやすくなる。"""
Dead_ToyDpHumanF_002#0,"""ファルス・ダリルの左腕を破壊することで<br>ダーカーコアが露出し、ダメージを与えやすくなる。"""
Dead_ToyDpHumanF_003#0,"""露出したダーカーコアにダメージを与え続けることで<br>リアクションが発生するので露出後も積極的に狙おう。"""
Dead_ToyDpHumanF_004#0,"""２体戦闘時に破壊した部位は融合後へも引き継がれる。<br>先に部位破壊を行い、融合後の戦闘を有利に進められるよう備えよう。"""
Dead_DpAbyssHuman_001#0,"""ディーオ・ヒューナルが纏っているバリアは、ダメージを軽減してしまうが<br>左右の大きな腕についているコアを破壊することで、バリアを無力化できる。"""
Dead_DpAbyssHuman_002#0,"""ディーオ・ヒューナルが巨大な右腕を構え、ブレードを展開した時は<br>強力な連続攻撃の合図だ。間合いの中に入らないように注意しよう。"""
Dead_DpAbyssHuman_003#0,"""ディーオ・ヒューナルが巨大な左腕を構え、ランチャーを展開した時は<br>射程の長いビーム攻撃の合図だ。左右に移動して回避しよう。"""
Dead_DpAbyssHuman_004#0,"""ディーオ・ヒューナルが急上昇した時は、吸い込み攻撃の合図。<br>吸い込んでいる最中の追撃にも注意しよう。"""
Dead_DpAbyssHumanUniq_001#0,"""ヴィエル・ヒューナルが纏っているバリアは、ダメージを軽減してしまうが<br>左右の大きな腕についているコアを破壊することで、バリアを無力化できる。"""
Dead_DpAbyssHumanUniq_002#0,"""ヴィエル・ヒューナルが巨大な右腕を構え、ブレードを展開した時は<br>強力な連続攻撃の合図だ。間合いの中に入らないように注意しよう。"""
Dead_DpAbyssHumanUniq_003#0,"""ヴィエル・ヒューナルが巨大な左腕を構え、ランチャーを展開した時は<br>射程の長いビーム攻撃の合図だ。左右に移動して回避しよう。"""
Dead_DpAbyssHumanUniq_004#0,"""ヴィエル・ヒューナルが急上昇した時は、吸い込み攻撃の合図。<br>吸い込んでいる最中の追撃にも注意しよう。"""
Dead_Char17_Ma_001#0,"""マトイ・ヴィエルは弾速の速い法撃と<br>追尾性の高い法撃を連続で放つ。性能を見極めて回避しよう。"""
Dead_Char17_Ma_002#0,"""マトイ・ヴィエルは一定数の攻撃を行うと力を溜め動きを止める。<br>この隙を狙って集中的に攻撃しよう。"""
Dead_Char17_Ma_003#0,"""マトイ・ヴィエルの周囲レーザー攻撃は強力だが<br>ジャンプして回避する事が可能だ。"""
Dead_Char17_Ma_004#0,"""マトイ・ヴィエルはワープによって間合いを調節する。<br>背後に回りこまれぬように注意しよう。"""
Dead_DpToy_001#0,"""ダークファルス・ダブルの中央塔の周囲にある6つの塔から飛び出した<br>部位2箇所のうち1箇所を破壊したら再生する前に2箇所同時に破壊しよう。"""
Dead_DpToy_002#0,"""ダークファルス・ダブルの位置や塔の配置によって<br>攻撃パターンが決まっているので見極めよう。"""
Dead_DpToy_003#0,"""ロックオン可能部位に状態異常「パニック」を与えると確率で<br>ダークファルス・ダブルがダウンし、一定時間動かなくなる。"""
Dead_DpToy_004#0,"""迫りくる壁の攻撃は門が開いた部分を通ることで<br>スムーズに回避することができる。"""
Dead_DpToyEx_001#0,"""ダークファルス・ダブルの中央塔の周囲にある6つの塔から飛び出した<br>部位2箇所のうち1箇所を破壊したら再生する前に2箇所同時に破壊しよう。"""
Dead_DpToyEx_002#0,"""ダークファルス・ダブルの位置や塔の配置によって<br>攻撃パターンが決まっているので見極めよう。"""
Dead_DpToyEx_003#0,"""ロックオン可能部位に状態異常「パニック」を与えると確率で<br>ダークファルス・ダブルがダウンし、一定時間動かなくなる。"""
Dead_DpToyEx_004#0,"""迫りくる壁と回転する壁の攻撃は<br>どちらも門の開いた部分を通ることでスムーズに回避することができる。"""
Dead_DpAbyss_001#0,"""【深遠なる闇】の攻撃部位には「パニック」が有効だ。<br>パニック状態にすることで、攻撃部位を怯ませることができる。"""
Dead_DpAbyss_002#0,"""【深遠なる闇】の攻撃部位を複数箇所破壊すると<br>蕾の中の弱点を露出させることができる。"""
Dead_DpAbyss_003#0,"""【深遠なる闇】は、腕や頭が弱点となっている。<br>露出した際には、隙をみて積極的に攻撃を仕掛けよう。"""
Dead_DpAbyss_004#0,"""【深遠なる闇】は、射出するビットを全て破壊することで<br>一定時間、怯ませることができる。"""
Dead_DpAbyssEx_001#0,"""【深遠なる闇】は、攻撃部位を複数箇所破壊することでビットを射出する。<br>ビットを全て破壊すると、蕾の中の弱点を露出させることができる。"""
Dead_DpAbyssEx_002#0,"""【深遠なる闇】が大技を発動する瞬間、何者かの行動により<br>大技を阻止することができる。"""
Dead_DpAbyssEx_003#0,"""【深遠なる闇】は、目玉のような部位を露出させて攻撃することがある。<br>強力だが、同時に弱点であり、破壊することで怯ませることができる。"""
Dead_DpAbyssEx_004#0,"""【深遠なる闇】は、射出するビットを全て破壊することで<br>一定時間、怯ませることができる。ビット射出時は優先して攻撃しよう。"""
Dead_PhantomTank_001#0,"""１５式戦車が砲塔から兵器を具現化させて行う攻撃の時は<br>正面装甲の弱点が露出し、ダメージを与えやすくなる。"""
Dead_PhantomTank_002#0,"""１５式戦車のミサイルポッドから撒かれた炎に触れるとダメージを受ける。<br>「バーン」が付与されることもあるので、近づかないようにしよう。"""
Dead_PhantomTank_003#0,"""１５式戦車の火炎放射攻撃中に燃料タンクを破壊することで<br>一定時間動きを止めることが出来る。"""
Dead_PhantomTank_004#0,"""１５式戦車には「フリーズ」が有効だ。<br>砲塔が凍りつき、一部の攻撃範囲を制限することができる。"""
Dead_PhantomTrainA_001#0,"""トレイン・ギドランの各頭と尻尾にあるドアを破壊すると<br>具現化攻撃時、攻撃に使用している部位の破壊箇所に弱点が現れる。"""
Dead_PhantomTrainA_002#0,"""トレイン・ギドランに状態異常「ミラージュ」を与えると<br>確率でダウンし、一定時間動かなくなる。"""
Dead_PhantomTrainA_003#0,"""トレイン・ギドランの脚にダメージを蓄積させていくことで<br>一定時間ダウンが発生し、頭のドアが攻撃し易い位置へおりてくる。"""
Dead_PhantomTrainA_004#0,"""トレイン・ギドランの頭と尻尾から繰り出される具現化攻撃には<br>攻撃後に必ず大きな隙があるので、落ち着いて回避した後に攻撃しよう。"""
Dead_PhantomTrack_001#0,"""デビルズトレーラーはコンテナからジャグラーピエロと<br>チェーンソーピエロを召喚する。邪魔される前にピエロを倒そう。"""
Dead_PhantomTrack_002#0,"""デビルズトレーラーのタイヤを破壊すると一定時間動きが止まる。<br>破壊したタイヤの数に応じて止まる時間が長くなるぞ。"""
Dead_PhantomTrack_003#0,"""デビルズトレーラーは具現化するとキャリアカーのような姿となり<br>自動車を射出する。回避してフロント部分の弱点を攻撃しよう。"""
