LobbyAction_mgr#0,"""Merry-go-round"""
LobbyAction_tmachinegun#0,"""T. Machinegun Pose"""
LobbyAction_bananaboat#0,"""Banana Boat"""
LobbyAction_stratospose#0,"""Stratos Pose"""
LobbyAction_lawson#0,"""Lawson Sign"""
LobbyAction_696bed#0,"""Bed 3"""
LobbyAction_698hiza#0,"""Kneeling"""
LobbyAction_756weaponoidpose#0,"""Weaponoid Pose 7"""
LobbyAction_photoncircle#0,"""Photon Circle"""
LobbyAction_752psnikomi#0,"""Pusoni End Card"""
LobbyAction_755weaponoidpose#0,"""Weaponoid Pose 6"""
LobbyAction_754weaponoidpose#0,"""Weaponoid Pose 5"""
LobbyAction_rodpose#0,"""Rod Pose"""
LobbyAction_699qunapose#0,"""Quna Pose 2"""
LobbyAction_risapose#0,"""Lisa Pose"""
LobbyAction_dice#0,"""Throw Dice"""
LobbyAction_730sitdown#0,"""Sit Down 2"""
LobbyAction_allfire#0,"""Full Salvo"""
LobbyAction_matoipose#0,"""Matoi Pose 1"""
LobbyAction_771matoivielpose#0,"""Matoi Pose 2"""
LobbyAction_772matoivielpose#0,"""Matoi Pose 3"""
LobbyAction_twindaggerpose#0,"""Twin Dagger Pose"""
LobbyAction_766sit#0,"""Sit 7"""
LobbyAction_perrier#0,"""Drink Perrier"""
LobbyAction_talispose#0,"""Talis Pose"""
LobbyAction_775idolapose#0,"""Idola Chara Pose 1"""
LobbyAction_776idolapose#0,"""Idola Chara Pose 2"""
LobbyAction_idolachannel#0,"""Idola Channel"""
LobbyAction_jasperrosa#0,"""Jasper/Rosa"""
LobbyAction_774swordpose#0,"""Sword Pose"""
LobbyAction_tsuntsun#0,"""Poke Poke"""
LobbyAction_812sukunahime#0,"""Sukuna-hime Pose 1"""
LobbyAction_813sukunahime#0,"""Sukuna-hime Pose 2"""
LobbyAction_828sukunahime#0,"""Sukuna-hime Pose 3"""
LobbyAction_timecheck#0,"""Check Time"""
LobbyAction_komamawashi#0,"""Spinning Top"""
LobbyAction_labomikuji#0,"""Fortune"""
LobbyAction_doublesaberpose#0,"""Double Saber Pose"""
LobbyAction_genocide#0,"""Zonde/Cage"""
LobbyAction_765genocide#0,"""Barta/Statue"""
LobbyAction_wandpose#0,"""Wand Pose"""
LobbyAction_seesnow#0,"""Snow Gazing"""
LobbyAction_yukiasobi#0,"""Snow Play 2"""
LobbyAction_795na#0,"""Festival"""
LobbyAction_814na#0,"""XB"""
LobbyAction_815na#0,"""OX"""
LobbyAction_816na#0,"""Sonic/Tails"""
LobbyAction_fanservice#0,"""Fanservice"""
LobbyAction_dualbladepose#0,"""Dual Blades Pose"""
LobbyAction_launcherpose#0,"""Launcher Pose"""
LobbyAction_rideon#0,"""Ride"""
LobbyAction_wiredlancepose#0,"""Wired Lance Pose"""
LobbyAction_officechair#0,"""Office Chair"""
LobbyAction_etoilepose#0,"""Etoile Pose"""
LobbyAction_787secondkkpose#0,"""2nd Gen. CC Pose"""
LobbyAction_zenopose#0,"""Zeno Pose"""
LobbyAction_788thirdkkpose#0,"""3rd Gen. CC Pose"""
LobbyAction_811animepose#0,"""EP Oracle 1"""
LobbyAction_830animepose#0,"""EP Oracle 2"""
LobbyAction_pillowpose#0,"""Body Pillow"""
LobbyAction_taktpose#0,"""Takt Pose"""
LobbyAction_eggrace#0,"""Egg Race"""
LobbyAction_partizanpose#0,"""Partizan Pose"""
LobbyAction_762picnic#0,"""Impromptu Picnic 1"""
LobbyAction_831animepose#0,"""EP Oracle 3"""
LobbyAction_holaf#0,"""Khorshid & Akhtar"""
LobbyAction_jene#0,"""Gene Pose"""
LobbyAction_836clockpose#0,"""Clock Pose"""
LobbyAction_knuckle#0,"""Knuckle Pose"""
LobbyAction_825console#0,"""Terminal 3"""
LobbyAction_819dance#0,"""Dance 59"""
LobbyAction_gunslashpose#0,"""Gunslash Pose"""
LobbyAction_teacup#0,"""Teacup"""
LobbyAction_tarzan#0,"""Athletic"""
LobbyAction_760psnikomi#0,"""Zect & Mitarashi"""
LobbyAction_832animepose#0,"""EP Oracle 4"""
LobbyAction_849animepose#0,"""EP Oracle 5"""
LobbyAction_donpose#0,"""PW x PSO2"""
LobbyAction_851donpose#0,"""PR Pose 3"""
LobbyAction_848voperformance#0,"""Vo Performance 10"""
LobbyAction_ashpose#0,"""EP Oracle Communication"""
LobbyAction_etph#0,"""Et & Ph"""
LobbyAction_bbowpose#0,"""Bullet Bow Pose"""
LobbyAction_sliding#0,"""Sliding"""
LobbyAction_jbootspose#0,"""Jet Boots Pose"""
LobbyAction_wpswd01#0,"""Sword/Partizan"""
LobbyAction_arukas#0,"""New Sakura Wars A"""
LobbyAction_868arukas#0,"""New Sakura Wars B"""
LobbyAction_sparkler#0,"""Sparklers"""
LobbyAction_dance52#0,"""Dance 60"""
LobbyAction_syagami#0,"""Crouch 2"""
LobbyAction_hizadati2#0,"""Kneeling 2"""
LobbyAction_876picnic#0,"""Impromptu Picnic 2"""
LobbyAction_rfllncaction#0,"""Rifle/Launcher"""
LobbyAction_874weaponoid#0,"""Weaponoid Pose 8"""
LobbyAction_875weaponoid#0,"""Weaponoid Pose 9"""
LobbyAction_879xibapose#0,"""Shiva Pose 1"""
LobbyAction_varuna#0,"""Varuna Pose"""
LobbyAction_880xibapose#0,"""Shiva Pose 2"""
LobbyAction_grd#0,"""Gridman"""
LobbyAction_campmk#0,"""Camp"""
LobbyAction_sortie5#0,"""Arrival 2"""
LobbyAction_katoripose#0,"""Katori Pose"""
LobbyAction_euclitapose#0,"""Euclida Pose"""
LobbyAction_898effpose#0,"""Magic Pose 1"""
LobbyAction_899effpose#0,"""Magic Pose 2"""
LobbyAction_658effectpose#0,"""Magic Pose 3"""
LobbyAction_aikapose#0,"""Aika Pose"""
LobbyAction_itsukirina#0,"""Itsuki/Rina Pose"""
LobbyAction_885hitsugi#0,"""Hitsugi Pose 2"""
LobbyAction_rodtls#0,"""Rod/Talis"""
LobbyAction_556poseneta#0,"""PR Pose 4"""
LobbyAction_850clockpose#0,"""Clock Pose 2"""
LobbyAction_rodfly#0,"""Broomstick Flight"""
LobbyAction_udekumi#0,"""Fold Arms 2"""
LobbyAction_kgr#0,"""Senran Kagura"""
LobbyAction_dagknu#0,"""Knuckles/T Daggers"""
LobbyAction_tmggth#0,"""TMG/Gunslash"""
LobbyAction_sitirin#0,"""Shichirin"""
LobbyAction_888stratos#0,"""Stratos Pose 2"""
LobbyAction_889stratos#0,"""Stratos Pose 3"""
LobbyAction_890kyokuya#0,"""Kyokuya Pose 1"""
LobbyAction_891kyokuya#0,"""Kyokuya Pose 2"""
LobbyAction_863oracle#0,"""EP Oracle 6"""
LobbyAction_892rukot#0,"""Lucotte Pose 1"""
LobbyAction_817steam#0,"""Headcrab"""
LobbyAction_893rukot#0,"""Lucotte Pose 2"""
LobbyAction_894rukot#0,"""Lucotte Pose 3"""
LobbyAction_idoramatoi#0,"""Idola Matoi Pose"""
LobbyAction_toutobu#0,"""Respect"""
LobbyAction_thanksgivingday#0,"""Turkey"""
LobbyAction_kotatsu#0,"""Relax 1"""
LobbyAction_464relax#0,"""Relax 2"""
LobbyAction_dsawlc#0,"""D Saber/W Lance"""
LobbyAction_lusterpose#0,"""Luster Pose"""
LobbyAction_wndtkt#0,"""Wand/Takt"""
LobbyAction_oden#0,"""Oden"""
LobbyAction_dbljbt#0,"""Dual Blades/Jet Boots"""
LobbyAction_ktnbow#0,"""Katana/Bullet Bow"""
LobbyAction_rodeo#0,"""Rodeo Pose 1"""
LobbyAction_rodeo2#0,"""Rodeo Pose 2"""
LobbyAction_clawmachine#0,"""UFO Catcher"""
LobbyAction_6posefireice#0,"""Elements: Fire & Ice"""
LobbyAction_6posewinthun#0,"""Elements: Lightning & Wind"""
LobbyAction_6poselightdark#0,"""Elements: Dark & Light"""
LobbyAction_thief#0,"""Phantom Thief"""
LobbyAction_setsumei#0,"""Explain"""
LobbyAction_spider#0,"""Spider"""
LobbyAction_awadate#0,"""Lather"""
LobbyAction_kobushipose#0,"""Fist Pose"""
LobbyAction_ushipose#0,"""Moo Moo Pose"""
LobbyAction_goodpose#0,"""Good Pose"""
LobbyAction_nakayoshi#0,"""Close Friends Pose"""
LobbyAction_1yubipose#0,"""One Pose"""
LobbyAction_koyubipose#0,"""Pinky Pose"""
LobbyAction_heartpose#0,"""Heart Pose"""
LobbyAction_bakyunpose#0,"""Bang Bang Pose"""
LobbyAction_909vocaldance#0,"""Diva Motion 1"""
LobbyAction_910vocaldance#0,"""Diva Motion 2"""
LobbyAction_911vocaldance#0,"""Diva Motion 3"""
LobbyAction_932vocaldance#0,"""Diva Motion 4"""
LobbyAction_2yubipose#0,"""Two Pose"""
LobbyAction_0309jumppose#0,"""Jump Pose"""
LobbyAction_hitonakapose#0,"""Two-Finger Pose"""
LobbyAction_airquotes#0,"""Air Quotes"""
LobbyAction_maloiksign#0,"""Rock Sign"""
LobbyAction_kamenpose#0,"""[Persona] Pose"""
LobbyAction_935prpose#0,"""PR Pose 5"""
LobbyAction_933sonictails#0,"""Sonic/Tails 2"""
LobbyAction_sitpiece#0,"""Crouch 3"""
LobbyAction_threepose#0,"""Three Pose"""
LobbyAction_heropose2#0,"""Hero Pose+"""
LobbyAction_phantom2#0,"""Phantom Pose+"""
LobbyAction_966dance#0,"""Vo Performance 11"""
LobbyAction_fourpose#0,"""Four Pose"""
LobbyAction_943cheerup#0,"""Encourage"""
LobbyAction_950aisatsu#0,"""Deep Bow"""
LobbyAction_hello2re#0,"""Greet 2+"""
LobbyAction_rabbitdance#0,"""Rabbit Pyon"""
LobbyAction_944look#0,"""View Palm"""
LobbyAction_972performance#0,"""Vo Performance 12"""
LobbyAction_hinadan#0,"""Bleachers"""
LobbyAction_fivepose#0,"""Five Pose"""
LobbyAction_graffiti#0,"""Graffiti"""
LobbyAction_953sonkei#0,"""Bow 4"""
LobbyAction_947sit#0,"""Sit 8"""
LobbyAction_954hurue#0,"""Looming Terror"""
LobbyAction_icecreamre#0,"""Eat Ice Cream+"""
LobbyAction_2000ice#0,"""Eat Ice Cream 2"""
LobbyAction_2001ice#0,"""Eat Ice Cream 3"""
LobbyAction_2045dance#0,"""Dance 61"""
LobbyAction_parasolpose#0,"""Parasol"""
LobbyAction_summeritempose#0,"""Enjoy Summer"""
LobbyAction_musclepose#0,"""Muscle Pose"""
LobbyAction_913catpose#0,"""Fox Pose"""
LobbyAction_otukimi#0,"""Otsukimi"""
LobbyAction_2044dance#0,"""Dance 62"""
LobbyAction_912handcam#0,"""Finger Frame"""
LobbyAction_949sit#0,"""Sit 9"""
LobbyAction_fingersnapping#0,"""Finger Snap"""
LobbyAction_955cook#0,"""Cooking 2"""
LobbyAction_465kobushi#0,"""Persevere"""
LobbyAction_2017hang#0,"""Hang 2"""
LobbyAction_920yubipose#0,"""Gather 'Round"""
LobbyAction_subject#0,"""Imprisoned"""
LobbyAction_2006syagamu#0,"""Crouch 4"""
LobbyAction_yakiimo#0,"""Roasted Sweet Potato"""
LobbyAction_oteage#0,"""Overwhelmed"""
LobbyAction_2105dance#0,"""Dance 63"""
LobbyAction_967sonictails#0,"""Sonic/Tails 3"""
LobbyAction_pccollabo#0,"""Intel"""
LobbyAction_956tyouhatsu#0,"""Provoke 2"""
LobbyAction_redyarn#0,"""Red String"""
LobbyAction_2097redyarn#0,"""Red String 2"""
LobbyAction_positioning#0,"""Positioning"""
LobbyAction_2123dance#0,"""Dance 64"""
LobbyAction_2051cold#0,"""Cold 2"""
LobbyAction_2052yukiasobi#0,"""Snow Play 3"""
LobbyAction_948sit#0,"""Sit 10"""
LobbyAction_ozouni#0,"""Eat Ozoni"""
LobbyAction_gaow#0,"""Tiger Pose"""
LobbyAction_2066ninja#0,"""Ninja 2"""
LobbyAction_tyabudai#0,"""Chabudai"""
LobbyAction_tatami#0,"""Tatami"""
LobbyAction_commemorative#0,"""Commemorative Photo"""
LobbyAction_2130dance#0,"""Dance 65"""
LobbyAction_braverpose#0,"""Braver Pose"""
LobbyAction_icehockey#0,"""Ice Hockey"""
LobbyAction_bouncer#0,"""Bouncer Pose"""
LobbyAction_prologue#0,"""[NGS] Pose"""
LobbyAction_fingerdance#0,"""NO BORDER."""
LobbyAction_2132heartpose#0,"""Heart Pose 2"""
LobbyAction_pourtea#0,"""Pour Tea"""
LobbyAction_2078service#0,"""Service/Relax"""
LobbyAction_skyama#0,"""Flash Yamada Pose"""
LobbyAction_2144dance#0,"""Dance 66"""
LobbyAction_aircombat#0,"""Air Combat"""
LobbyAction_2133heartpose#0,"""Heart Pose 3"""
LobbyAction_2145dance#0,"""Dance 67"""
LobbyAction_2079shooting#0,"""Horizontal Shooting"""
LobbyAction_2007bed#0,"""Bed 4"""
LobbyAction_2141prpose#0,"""PR Pose 6"""
LobbyAction_2083withbird#0,"""Play with Bird"""
LobbyAction_2084withbird#0,"""Play with Bird 2"""
LobbyAction_2085withbird#0,"""Play with Bird 3"""
LobbyAction_2081rouleau#0,"""Scroll"""
LobbyAction_2170rouleau#0,"""Scroll 2"""
LobbyAction_ashiokipose#0,"""Lifted Foot"""
LobbyAction_2089airchair#0,"""Air Sit"""
LobbyAction_2151dance#0,"""Dance 68"""
LobbyAction_2080hiding#0,"""Hide"""
LobbyAction_2152dance#0,"""Dance 69"""
LobbyAction_hitugiposere#0,"""Hitsugi Pose+"""
LobbyAction_2142nldance#0,"""Nadereh Live"""
LobbyAction_2143nldance#0,"""Nadereh Live 2"""
LobbyAction_2153nldance#0,"""Nadereh Live 3"""
LobbyAction_2154prpose#0,"""PR Pose 7"""
LobbyAction_gunactionre#0,"""Gun Pose+"""
LobbyAction_spearposere#0,"""Spear Pose+"""
LobbyAction_boxingre#0,"""Boxing+"""
LobbyAction_remakeup#0,"""Makeup"""
LobbyAction_souvenirphoto#0,"""Trick Photo Pose"""
LobbyAction_himedakko#0,"""Princess Carry"""
LobbyAction_2135korpokkur#0,"""Korpokkur"""
LobbyAction_2136korpokkur#0,"""Korpokkur 2"""
LobbyAction_moonstarsit#0,"""Celestial Sit"""
LobbyAction_katanacare#0,"""Weapon Maintenance"""
LobbyAction_muscletraining#0,"""Muscle Training"""
LobbyAction_abdominal#0,"""Sit-ups"""
LobbyAction_greatswordposere#0,"""Greatsword Pose+"""
LobbyAction_jankenre#0,"""Rock Paper Scissors+"""
LobbyAction_fanservicere#0,"""Fanservice+"""
LobbyAction_lnpose#0,"""Lenovo"""
LobbyAction_2169lc#0,"""Eat Roll Cake"""
LobbyAction_watersidepose#0,"""Beach Chair Seat"""
LobbyAction_dive#0,"""Dive"""
LobbyAction_2058makefire#0,"""Rekindle Fire"""
LobbyAction_summonerpose#0,"""Waker Pose"""
LobbyAction_hotaru#0,"""Firefly Watching"""
LobbyAction_2181dance#0,"""Vo Performance 13"""
LobbyAction_sktpose#0,"""Tokyo Skytree x NGS"""
LobbyAction_mbbattle#0,"""Melty Blood: Battle Start"""
LobbyAction_2202mbbattle#0,"""Melty Blood: Battle Start 2"""
LobbyAction_2198mbpanel#0,"""Arcueid/Ciel"""
LobbyAction_2199mbpanel#0,"""Shiki Tohno/Akiha Tohno"""
LobbyAction_bartender#0,"""Bartender"""
LobbyAction_2030shakeoff#0,"""Weapon Stance"""
LobbyAction_blind#0,"""Blinds Peeking"""
LobbyAction_2160preparation#0,"""Battle Preparation"""
LobbyAction_selfmainte#0,"""Self-Maintenance"""
LobbyAction_ovl#0,"""Overlord"""
LobbyAction_2155silhouette#0,"""Silhouette Pose"""
LobbyAction_2205phone#0,"""Smartphone"""
LobbyAction_posing#0,"""Fast Posing"""
LobbyAction_logout#0,"""Logout"""
LobbyAction_2189hug#0,"""Hug 2"""
LobbyAction_nademof#0,"""Rappy & Me"""
LobbyAction_magicbookposere#0,"""Magic Book Action+"""
LobbyAction_layinglap#0,"""Lap Pillow"""
LobbyAction_2158aircombat#0,"""Aerial Battle 2"""
LobbyAction_money#0,"""Money Stack"""
LobbyAction_2208preparation#0,"""Battle Preparation 2"""
LobbyAction_ridinganimal#0,"""Animal Vehicle"""
LobbyAction_2064meal#0,"""Eat Meal"""
LobbyAction_2209preparation#0,"""Battle Preparation 3"""
LobbyAction_throne#0,"""Sit Upon Throne"""
LobbyAction_guncare#0,"""Weapon Maintenance 2"""
LobbyAction_2166spotlight#0,"""Spotlight"""
LobbyAction_stonestatue#0,"""Art Pose"""
LobbyAction_2180sit#0,"""Crossed Leg Floating"""
LobbyAction_2179nakayoshi#0,"""Two-Shot Pose"""
LobbyAction_2226curry#0,"""100 Hours Curry"""
LobbyAction_2227violin#0,"""Play Violin"""
LobbyAction_2159aircombat#0,"""Aerial Battle 3"""
LobbyAction_dokodemofuro#0,"""Bathtime Anywhere"""
LobbyAction_2090airchair#0,"""Air Sit 2"""
LobbyAction_cafepose#0,"""Coffee Break"""
LobbyAction_cat#0,"""Become Cat"""
LobbyAction_hat#0,"""Hold Hat"""
LobbyAction_sandplay#0,"""Sand Play"""
LobbyAction_commander#0,"""Command"""
LobbyAction_2229slayer#0,"""Slayer Pose"""
LobbyAction_2228prpose#0,"""PR Pose 8"""
LobbyAction_plushdoll#0,"""Rappy Plush"""
LobbyAction_pikohan#0,"""Picot Hammer"""
LobbyAction_shellbed#0,"""Shell Bed"""
LobbyAction_greatjoy#0,"""Joy 2"""
LobbyAction_2235prpose#0,"""PR Pose 9"""
LobbyAction_pose22re#0,"""Pose 22+"""
LobbyAction_knucklere#0,"""Knuckles Pose+"""
LobbyAction_aiaigasa#0,"""Shared Umbrella"""
LobbyAction_handkissing#0,"""Kiss Hand"""
LobbyAction_1885hitsugire#0,"""Hitsugi Pose 2+"""
LobbyAction_2096yorikakaru#0,"""Lean 2"""
LobbyAction_aogusit#0,"""Sit & Fan"""
LobbyAction_1015winnerposere#0,"""Victory Pose 4+"""
LobbyAction_2028prpose#0,"""PR Pose 10"""
LobbyAction_2246ospose#0,"""Ai Signature Pose"""
LobbyAction_866etph#0,"""Battle Preparation 4"""
LobbyAction_peekaboore#0,"""Peek-a-Boo+"""
LobbyAction_2264dnkpose#0,"""Donki x NGS Towel"""
LobbyAction_2262iseojpose3#0,"""UfAW: Sword Skills"""
LobbyAction_2263iseojdance#0,"""UfAW: Opening"""
LobbyAction_2259dance#0,"""Dance 70"""
LobbyAction_2167spotlight#0,"""Spotlight 2"""
LobbyAction_anemia#0,"""倒れ込む"""
LobbyAction_2233spg#0,"""SPRIGGAN"""
LobbyAction_warposere#0,"""Victory Pose 1+"""
LobbyAction_winnerpose2re#0,"""Victory Pose 2+"""
LobbyAction_realgorilla#0,"""Gorilla Time"""
LobbyAction_2031shakeoff#0,"""Weapon Stance 2"""
LobbyAction_2244fagpose#0,"""Flying Base 3"""
LobbyAction_2245fagpose#0,"""Flying Base 4"""
LobbyAction_2265tachikoma#0,"""Tachikoma"""
LobbyAction_2270signb1#0,"""Sign B"""
LobbyAction_lawsonre#0,"""Lawson Sign+"""
LobbyAction_2272dance#0,"""Vo Performance 14"""
LobbyAction_2271fujikyupose#0,"""Fuji Q x NGS"""
LobbyAction_2293reading#0,"""Read Book"""
LobbyAction_2294centralgirl#0,"""CENTRAL!"""
LobbyAction_2274present#0,"""Gift Box"""
LobbyAction_2275chimneypose#0,"""Chimney"""
LobbyAction_2277kimonopose#0,"""JP Clothes Standby 2"""
LobbyAction_2279wahukudow#0,"""JP Clothes Greeting"""
LobbyAction_2286jumppose#0,"""Jump Pose 2"""
LobbyAction_tapdancere#0,"""Dance 13+"""
LobbyAction_kimeposere#0,"""Pose 9+"""
LobbyAction_2249jaanpose#0,"""Flaunt"""
LobbyAction_7meridia#0,"""The Seven Deadly Sins: Sword Skills"""
LobbyAction_7erihor#0,"""The Seven Deadly Sins: Hawk & Me"""
LobbyAction_2283onehandpose#0,"""Breakdance Freeze"""
LobbyAction_2295showhand#0,"""Show hands"""
LobbyAction_2305vivapaella#0,"""Eat Paella"""
LobbyAction_2267idorapause3#0,"""Idola Character Pose 3"""
LobbyAction_2268idorapause4#0,"""Idola Character Pose 4"""
LobbyAction_2307ppn#0,"""Mugen no Kiseki"""
LobbyAction_2276roundpose#0,"""Hold Up Board"""
LobbyAction_2291haveflowers#0,"""Hold Flowers"""
LobbyAction_2298kimepose#0,"""Action Hero Pose"""
LobbyAction_katazun#0,"""Shoulder Rest"""
LobbyAction_patting#0,"""Head Pat"""
LobbyAction_ichitaro_nekoposere#0,"""Cat Pose+"""
LobbyAction_bodybuildre#0,"""Bodybuilding+"""
LobbyAction_kamae#0,"""Fighting Pose 3"""
LobbyAction_2280effbeam#0,"""Eye Beams"""
LobbyAction_2342kimepose2#0,"""Action Hero Pose 2"""
LobbyAction_2343kimepose3#0,"""Action Hero Pose 3"""
LobbyAction_2278umbrella2#0,"""Bangasa Pose"""
LobbyAction_2288handinhand2#0,"""Hold Hands"""
LobbyAction_2309sword#0,"""Weapon Display Pose"""
LobbyAction_2310rifle#0,"""Weapon Display Pose 2"""
LobbyAction_2317dance#0,"""Dance 71"""
LobbyAction_2292handmagic#0,"""Amazing Magic"""
LobbyAction_eioure#0,"""Hip Hip Hooray!+"""
LobbyAction_ichitaro_kouhou4re#0,"""Hooray+"""
LobbyAction_820pose#0,"""Pose 25"""
LobbyAction_2319atelier#0,"""Ryza's Synthesis"""
LobbyAction_2308nuigurumi#0,"""Big Bear"""
LobbyAction_2287balletpose#0,"""Ballet Pose"""
LobbyAction_913catposerev#0,"""Fox Pose Rev"""
LobbyAction_aircombatrev#0,"""Aerial Battle Rev"""
LobbyAction_watersideposer#0,"""Beach Chair Seat Rev"""
LobbyAction_nakayoshirev#0,"""Close Friends Pose Rev"""
LobbyAction_heartposerev#0,"""Heart Pose Rev"""
LobbyAction_summonerposerev#0,"""Waker Pose Rev"""
LobbyAction_2179nakayoshirev#0,"""Two Shot Pose Rev"""
LobbyAction_944lookrev#0,"""View Palm Rev"""
LobbyAction_2158aircombatrev#0,"""Aerial Battle  2 Rev"""
LobbyAction_thronerev#0,"""Sit Upon Throne Rev"""
LobbyAction_2132heartposerev#0,"""Heart Pose 2 Rev"""
LobbyAction_braverposerev#0,"""Braver Pose Rev"""
LobbyAction_2159aircombatrev#0,"""Aerial Battle 3 Rev"""
LobbyAction_rodposerev#0,"""Rod Pose Rev"""
LobbyAction_2096yorikakarurev#0,"""Lean 2 Rev"""
LobbyAction_2089airchairrev#0,"""Air Sit Rev"""
LobbyAction_mdposeb2rev#0,"""Yahoo Rev"""
LobbyAction_kashigerev#0,"""Head Tilt Rev"""
LobbyAction_waiting5rev#0,"""Waiting 5 Rev"""
LobbyAction_3019sitrev#0,"""Sit 4 Rev"""
LobbyAction_liveperformancerev#0,"""Vo Performance Rev"""
LobbyAction_556posenetarev#0,"""PR Pose 4 Rev"""
LobbyAction_1yubiposerev#0,"""One Pose Rev"""
LobbyAction_2yubiposerev#0,"""Two Pose Rev"""
LobbyAction_threeposerev#0,"""Three Pose Rev"""
LobbyAction_fourposerev#0,"""Four Pose Rev"""
LobbyAction_fiveposerev#0,"""Five Pose Rev"""
LobbyAction_730sitdownrev#0,"""Sit Down 2 Rev"""
LobbyAction_muscleposerev#0,"""Muscle Pose Rev"""
LobbyAction_waiting6rev#0,"""Waiting 6 Rev"""
LobbyAction_subjectcolor#0,"""Captive/B"""
LobbyAction_almaballmver#0,"""Ride Holoball"""
LobbyAction_parasolposerev#0,"""Parasol Rev"""
LobbyAction_parasolposecolor#0,"""Parasol/B"""
LobbyAction_parasolposecr#0,"""Parasol Rev/B"""
LobbyAction_shellbedcolor#0,"""Shell Bed/B"""
LobbyAction_moonstarsitcolor#0,"""Celestial Sit/B"""
LobbyAction_2000icemver#0,"""Eat Ice Cream 2/B"""
LobbyAction_campmkcolor#0,"""Camp/B"""
LobbyAction_teatimemver#0,"""Tea Party/B"""
LobbyAction_logoutcolor#0,"""Logout/B"""
LobbyAction_tatamicolor#0,"""Tatami/B"""
LobbyAction_watersideposem#0,"""Beach Chair Seat/B"""
LobbyAction_watersideposemr#0,"""Beach Chair Seat Rev/B"""
LobbyAction_polldancecolor#0,"""Pole Dance/B"""
LobbyAction_ippukumvercolor#0,"""Ochaya Anywhere/B"""
LobbyAction_2330knuckle#0,"""武器反映ポーズ3"""
LobbyAction_2329boots#0,"""武器反映ポーズ4"""
LobbyAction_2334shower#0,"""シャワーを浴びる"""
LobbyAction_2336twoshot#0,"""ツーショットポーズ2"""
LobbyAction_2321dark#0,"""コードギアス"""
LobbyAction_2323floatring#0,"""プール遊び2"""
LobbyAction_2332beachchair#0,"""ビーチチェアに座る2"""
LobbyAction_attihoire#0,"""アッチ向いてホイ＋"""
LobbyAction_rapperre#0,"""ラッパー＋"""
LobbyAction_2297barrier#0,"""バリアを張る"""
LobbyAction_2322shadow#0,"""陰の実力者になりたくて！"""
LobbyAction_fgoo#0,"""Fist"""
LobbyAction_foyayubi#0,"""Thumb"""
LobbyAction_fhitosashi#0,"""Index Finger"""
LobbyAction_fkoyubi#0,"""Pinky"""
LobbyAction_fhitooyastand#0,"""Letter L"""
LobbyAction_fhitonakakagi#0,"""Claw"""
LobbyAction_fhitonakaopen#0,"""Peace"""
LobbyAction_fhitonakastand#0,"""Letter U"""
LobbyAction_fhitooyaawase#0,"""Pinch"""
LobbyAction_fhinakuopen#0,"""Letter W"""
LobbyAction_fhinakustand#0,"""Three Fingers"""
LobbyAction_fnahiostand#0,"""Three Fingers 2"""
LobbyAction_fkitsune#0,"""Fox"""
LobbyAction_foyakoyustand#0,"""Aloha"""
LobbyAction_fhitokostand#0,"""Rock Out"""
LobbyAction_fhitooyacross#0,"""Finger Heart"""
LobbyAction_fkagitsume#0,"""Claw 2"""
LobbyAction_2119goo#0,"""Fist 2"""
LobbyAction_2120handopen#0,"""Spread"""
LobbyAction_2121handopen#0,"""Spread 2"""
LobbyAction_2122oyayubi#0,"""Thumb 2"""
LobbyAction_2124goo#0,"""Fist 3"""
LobbyAction_2125handopen#0,"""Spread 3"""
LobbyAction_2126handopen#0,"""Spread 4"""
LobbyAction_2127koyubi#0,"""Pinky 2"""
LobbyAction_nekohand#0,"""Cat Paw"""
LobbyAction_2147goo#0,"""Fist 4"""
LobbyAction_2148handopen#0,"""Spread 5"""
LobbyAction_2149handopen#0,"""Spread 6"""
LobbyAction_2150koyubi#0,"""Pinky 3"""
LobbyAction_wakiwaki#0,"""Flex"""
LobbyAction_2184fopenclose#0,"""Flex 2"""
LobbyAction_2185yubifurifb#0,"""Wiggle Index"""
LobbyAction_2186yubifurilr#0,"""Wiggle Index 2"""
LobbyAction_2193fopenclose#0,"""Flex 3"""
LobbyAction_2194handkuikui#0,"""Flex 4"""
LobbyAction_2195koyubi#0,"""Pinky 4"""
LobbyAction_2196nigiru#0,"""Grasp"""
LobbyAction_kanihand#0,"""Scissors"""
LobbyAction_ftalkfox#0,"""Fox 2"""
LobbyAction_2201handopen#0,"""Spread 7"""
LobbyAction_handhalfopen#0,"""Loose Grip"""
LobbyAction_2212nigiru#0,"""Grasp 2"""
LobbyAction_2213airquotes#0,"""Finger Quotes"""
LobbyAction_2214fopenclose#0,"""Flex 5"""
LobbyAction_2215bosatsu#0,"""Loose Grip 2"""
LobbyAction_girlpiece#0,"""Peace 2"""
LobbyAction_ufinger#0,"""Letter U 2"""
LobbyAction_fingercross#0,"""Cross Fingers"""
LobbyAction_2241piece#0,"""Loose Peace"""
LobbyAction_2242handopen#0,"""Spread 8"""
LobbyAction_2258anomalyhand#0,"""Signature Pose"""
LobbyAction_2273handdown#0,"""手をひらく9"""
LobbyAction_2315halfopen#0,"""ゆるくにぎる3"""
LobbyAction_2318foxfinger#0,"""ゆるくにぎる4"""
LobbyAction_2352handopen#0,"""決めポーズ2"""
LobbyAction_Pchair_viri#0,"""Photon Chair (Viridia)"""
